계열,판,쪽,표제목,장,블록,지역,매칭,열순번,x위치,원문,값,신뢰도,플래그,행원문
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,제주,col-ko,0,0.5973,5,5,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,0,0.2182,18,18,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,0,0.3453,321,321,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,0,0.4713,25 037,25037,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,제주,col-ko,0,0.5973,2,2,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,0,0.2182,160,160,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,0,0.3453,68,68,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,0,0.4713,37 779,37779,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,0,0.3453,1 118,1118,0.3,전치|저신뢰,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,0,0.4713,5 411,5411,0.3,전치|저신뢰,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,0,0.2182,2,2,0.3,전치|저신뢰,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,0,0.3453,81,81,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,0,0.4713,396,396,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",~,경북,col-ko,0,0.3453,163,163,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | ~
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",~,경남,col-ko,0,0.4713,3 904,3904,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | ~
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",~,제주,col-ko,0,0.5973,24,24,0.3,전치|저신뢰,[전치] 3. Number of Establishments and Persons Engaged by province  | ~
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",~,경북,col-ko,0,0.3453,88,88,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | ~
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",~,경남,col-ko,0,0.4713,3 216,3216,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | ~
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,0,0.2182,55,55,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,0,0.3453,75,75,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,0,0.4713,688,688,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전북,col-ko,0,0.0943,2 827,2827,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,0,0.2182,3 266,3266,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,0,0.3453,4 370,4370,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,0,0.4713,4 411,4411,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,제주,col-ko,0,0.5973,820,820,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전북,col-ko,1,0.0943,20 453,20453,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,1,0.2182,28 146,28146,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,1,0.3453,31 224,31224,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,1,0.4713,37 442,37442,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전북,col-ko,0,0.0943,691,691,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,0,0.2182,751,751,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,0,0.3453,1 067,1067,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,0,0.4713,855,855,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전북,col-ko,1,0.0943,8 844,8844,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,1,0.2182,9 005,9005,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,1,0.3453,11 773,11773,0.3,전치|저신뢰,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,1,0.4713,13 365,13365,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전북,col-ko,0,0.0943,2 136,2136,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,0,0.2182,2 515,2515,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,0,0.3453,3 303,3303,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,0,0.4713,3 556,3556,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,제주,col-ko,0,0.5973,643,643,1.0,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전북,col-ko,1,0.0943,11 609,11609,0.3,전치|저신뢰,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,전남,col-ko,1,0.2182,19 141,19141,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경북,col-ko,1,0.3453,19 451,19451,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2000,321,3. 시ㆍ도별 사업체수 및 종사자수(1999) (계속),"VIII. 사업체총괄, 도소매 및 서비스업",?,경남,col-ko,1,0.4713,24 077,24077,0.5,전치,[전치] 3. Number of Establishments and Persons Engaged by province  | 
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 전 산 업,전국,col-ko,0,0.4869,3 013 417 13 604 274,301341713604274,0.5,전치|과병합의심,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 전 산 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 전 산 업,서울,col-ko,0,0.6895,8 345 024 5 259 250,83450245259250,0.5,전치|과병합의심,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 전 산 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 전 산 업,부산,col-ko,0,0.8425,261 480,261480,0.5,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 전 산 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 전 산 업,서울,col-ko,1,0.6895,719 536 3 574 824,7195363574824,1.0,전치|과병합의심,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 전 산 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 전 산 업,부산,col-ko,1,0.8425,1 057 136,1057136,1.0,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 전 산 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 뇽 업 및 임 업,전국,col-ko,0,0.4869,2 199,2199,1.0,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 뇽 업 및 임 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 뇽 업 및 임 업,서울,col-ko,0,0.6895,4 588,4588,1.0,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 뇽 업 및 임 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 뇽 업 및 임 업,부산,col-ko,0,0.8425,460,460,1.0,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 뇽 업 및 임 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 뇽 업 및 임 업,전국,col-ko,1,0.4869,24 806,24806,0.5,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 뇽 업 및 임 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 뇽 업 및 임 업,서울,col-ko,1,0.6895,39,39,1.0,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 뇽 업 및 임 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 뇽 업 및 임 업,부산,col-ko,1,0.8425,17,17,0.5,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 뇽 업 및 임 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 뇽 업 및 임 업,전국,col-ko,2,0.4869,20 218,20218,1.0,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 뇽 업 및 임 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 뇽 업 및 임 업,부산,col-ko,2,0.8425,127,127,0.5,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 뇽 업 및 임 업
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 업 ? 121,전국,col-ko,0,0.4869,23 963,23963,1.0,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 업 ? 121
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 업 ? 121,부산,col-ko,0,0.8425,15,15,1.0,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 업 ? 121
사업체,2001,324,3. 시ㆍ도별 사업체수 및 종사자수(2000),"VIII. 사업체총괄, 도소매 및 서비스업",Establish- 남 여 Establish. Esta · 업 ? 121,전국,col-ko,1,0.4869,19 535,19535,1.0,전치,[전치] 3. 시 • 도별 사업체수 및 종사자수(2000) | Establish- 남 여 Establish. Esta · 업 ? 121
